keyword,pdf_name,pdf_link
secondary_program_implementation,Secondary Mathematics Program Implementation Guide,https://assets.cdn.filesafe.space/62k4aYd934kYizUy21eh/media/6996bc780a9114c8cdf3fab4.pdf
secondary_teacher_lesson_internalization,Secondary Mathematics Teacher Lesson Internalization Protocol,https://assets.cdn.filesafe.space/62k4aYd934kYizUy21eh/media/6996bc780a911445b7f3fab3.pdf
secondary_teacher_module_topic_internalization,Secondary Mathematics Teacher Module and Topic Internalization Protocol,https://assets.cdn.filesafe.space/62k4aYd934kYizUy21eh/media/6996bc7820c035cf75eb2c5f.pdf
g8_skills_practice_student,Eighth Grade Math Skills Practice Student Edition,https://assets.cdn.filesafe.space/62k4aYd934kYizUy21eh/media/6996bc820a9114ef0bf3fb84.pdf
g8_student_course_guide,Eighth Grade Math Student Edition Course Guide,https://assets.cdn.filesafe.space/62k4aYd934kYizUy21eh/media/6996bc908523c5bd9cad825e.pdf
g8_student_glossary,Eighth Grade Math Student Edition Glossary,https://assets.cdn.filesafe.space/62k4aYd934kYizUy21eh/media/6996bc908523c50e5ead825a.pdf
g8_student_v1_m1,Eighth Grade Math Student Edition Volume 1 Module 1,https://assets.cdn.filesafe.space/62k4aYd934kYizUy21eh/media/6996bc908523c5dbcdad825f.pdf
g8_student_v1_m2,Eighth Grade Math Student Edition Volume 1 Module 2,https://assets.cdn.filesafe.space/62k4aYd934kYizUy21eh/media/6996bc900c0b0e18eaaf039b.pdf
g8_student_v2_m3,Eighth Grade Math Student Edition Volume 2 Module 3,https://assets.cdn.filesafe.space/62k4aYd934kYizUy21eh/media/6996bc90c5e98d86241e4547.pdf
g8_student_v2_m4,Eighth Grade Math Student Edition Volume 2 Module 4,https://assets.cdn.filesafe.space/62k4aYd934kYizUy21eh/media/6996bc90c5e98d15c11e4548.pdf
g8_student_v2_m5,Eighth Grade Math Student Edition Volume 2 Module 5,https://assets.cdn.filesafe.space/62k4aYd934kYizUy21eh/media/6996bc90c5e98d03d31e4546.pdf
g8_student_vol1,Eighth Grade Math Student Edition Vol 1,https://assets.cdn.filesafe.space/62k4aYd934kYizUy21eh/media/6996bcd3c5e98d07ec1e4fe1.pdf
g8_student_vol2,Eighth Grade Math Student Edition Vol 2,https://assets.cdn.filesafe.space/62k4aYd934kYizUy21eh/media/6996bcd30c0b0e9c52af0ccf.pdf
g8_teacher_course_implementation,Eighth Grade Math Teacher Edition Course and Implementation Guide,https://assets.cdn.filesafe.space/62k4aYd934kYizUy21eh/media/6996bd4f0c0b0e8d8aaf1914.pdf
g8_teacher_glossary,Eighth Grade Math Teacher Edition Glossary,https://assets.cdn.filesafe.space/62k4aYd934kYizUy21eh/media/6996bd4ec5e98ddad91e5d39.pdf
g8_teacher_v1_m1,Eighth Grade Math Teacher Edition Volume 1 Module 1,https://assets.cdn.filesafe.space/62k4aYd934kYizUy21eh/media/6996bd4f0a9114645df412a1.pdf
g8_teacher_v1_m2,Eighth Grade Math Teacher Edition Volume 1 Module 2,https://assets.cdn.filesafe.space/62k4aYd934kYizUy21eh/media/6996bd4f0a911469d8f412a3.pdf
g8_teacher_v2_m3,Eighth Grade Math Teacher Edition Volume 2 Module 3,https://assets.cdn.filesafe.space/62k4aYd934kYizUy21eh/media/6996bd4e8523c5ef6bad9bdb.pdf
g8_teacher_v2_m4,Eighth Grade Math Teacher Edition Volume 2 Module 4,https://assets.cdn.filesafe.space/62k4aYd934kYizUy21eh/media/6996bd4f0c0b0ee3deaf1913.pdf
g8_teacher_v2_m5,Eighth Grade Math Teacher Edition Volume 2 Module 5,https://assets.cdn.filesafe.space/62k4aYd934kYizUy21eh/media/6996bd4f0a9114408ff412a2.pdf
g8_teacher_vol1,Eighth Grade Math Teacher Edition Volume 1,https://assets.cdn.filesafe.space/62k4aYd934kYizUy21eh/media/6996bd6b8523c5d25fad9ebf.pdf
g8_teacher_vol2,Eighth Grade Math Teacher Edition Volume 2,https://assets.cdn.filesafe.space/62k4aYd934kYizUy21eh/media/6996be710a91148e85f43aaa.pdf
