keyword,pdf_name,pdf_link
k5_rla_trade_books,K-5 RLA Trade Books,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/6994672264c0d10cc801ddd3.pdf
observation_tool,Observation Tool,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/69946722d614c9862aec78f0.pdf
program_implementation_guide_rla,Program and Implementation Guide,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/6994672264c0d102c801ddd2.pdf
g4_unit1_activity_book,Unit 1 Activity Book G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699467396bac2426a8fda820.pdf
g4_unit1_digital_visuals,Unit 1 Digital Components Visuals G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699467398575951bb6ceeb54.pdf
g4_unit1_family_support_letter_english,Unit 1 English Family Support Letter G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/6994673954da045ad67dda62.pdf
g4_unit1_essential_questions_prompts,Unit 1 Essential Questions and Prompts G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699467391dc70c89f439343f.pdf
g4_unit1_reader,Unit 1 Reader G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/6994673964c0d15cdd01df7a.pdf
g4_unit1_teacher_guide,Unit 1 Teacher Guide G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699467391dc70c783839343e.pdf
g4_u2_family_support_letter_english,Unit 2 English Family Support Letter G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699467693a96e55f6b0b2af7.pdf
g4_u2_essential_questions_prompts,Unit 2 Essential Questions and Prompts G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/6994676964c0d15f8001e347.pdf
g4_u2_reader,Unit 2 Reader G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/6994676954da04492e7ddebd.pdf
g4_u2_activity_book,Unit 2 Activity Book G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699467693a96e50a3e0b2af8.pdf
g4_u2_eureka_lab_stickers,Unit 2 Eureka Lab Stickers G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/6994676964c0d18aab01e348.pdf
g4_u2_teacher_guide,Unit 2 Teacher Guide G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/69946769d614c9295eec7e7d.pdf
g4_u2_video_scripts,Unit 2 Digital Components 2 Video Scripts G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699467c5d614c97312ec86fc.pdf
g4_u2_image_of_day,Unit 2 Digital Components 3 Image of the Day G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699467c5a9efde0477dae8f3.pdf
g4_u2_judges_notes_digital,Unit 2 Digital Components 4 Judges Notes G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699467c5a9efde0495dae8f4.pdf
g4_u2_eureka_invention_cards,Unit 2 Eureka Invention Cards G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/69946db83a96e585d80c0b4a.pdf
g4_u2_eureka_inventor_cards,Unit 2 Eureka Inventor Cards G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699467c50af9bce3f0bb034e.pdf
g4_u2_eureka_kit_contents,Unit 2 Eureka Kit Contents G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699467c58575958e51cef947.pdf
g4_u2_eureka_lightbulb,Unit 2 Eureka Lightbulb G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699467c55c22659929d750a6.pdf
g4_u2_eureka_wedges,Unit 2 Eureka Wedges G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699467c53a96e54f430b3477.pdf
g4_u2_eureka_wheel_of_invention,Unit 2 Eureka Wheel of Invention G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699467c564c0d181fb01ee59.pdf
g4_u2_quiet_and_applause,Unit 2 Quiet and Applause G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699467c51dc70cfa0b3943c5.pdf
g4_u2_visuals,Unit 2 Digital Components Visuals G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699467c56bac2477d0fdb5fb.pdf
g4_u2_judge_notes_1a,Unit 2 Judge Notes 1A G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/69946819d614c9ab80ec8db2.mp3
g4_u2_judge_notes_1b,Unit 2 Judge Notes 1B G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/6994681964c0d158f501f5bb.mp3
g4_u2_judge_notes_1c,Unit 2 Judge Notes 1C G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/6994681985759569decf005c.mp3
g4_u2_judge_notes_2a,Unit 2 Judge Notes 2A G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699468193a96e588c20b3bd0.mp3
g4_u2_judge_notes_2b,Unit 2 Judge Notes 2B G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/6994681985759593b3cf005d.mp3
g4_u2_judge_notes_3a,Unit 2 Judge Notes 3A G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699468193a96e5bc4b0b3bce.mp3
g4_u2_judge_notes_3b,Unit 2 Judge Notes 3B G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699468196bac245a45fdbd63.mp3
g4_u2_judge_notes_4a,Unit 2 Judge Notes 4A G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699468198575953f1acf005e.mp3
g4_u2_judge_notes_4b,Unit 2 Judge Notes 4B G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699468198575954191cf005b.mp3
g4_u2_judge_notes_5a,Unit 2 Judge Notes 5A G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/69946819d614c970f7ec8db3.mp3
g4_u2_judge_notes_6a,Unit 2 Judge Notes 6A G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/6994681964c0d1218f01f5bc.mp3
g4_u2_judge_notes_6b,Unit 2 Judge Notes 6B G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699468196bac24328cfdbd64.mp3
g4_u2_judge_notes_7a,Unit 2 Judge Notes 7A G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699468193a96e5e37d0b3bcf.mp3
g4_u2_opening_audio,Unit 2 Opening G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699468190af9bce7adbb0b0c.mp3
g4_u2_dancing_judges_video,Dancing Judges ENG,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699468190af9bce7adbb0b0c.mp3
g4_u2_welcome_to_eureka_video,Welcome to Eureka ENG,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699468190af9bce7adbb0b0c.mp3
g4_u2_why_we_invent_video,Why We Invent ENG,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699468190af9bce7adbb0b0c.mp3
g4_u2_man_on_street_video,Man on the Street ENG,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699468190af9bce7adbb0b0c.mp3
g4_u2_simple_machines_video,Simple Machines ENG,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/6994677b85759578d9cef0f4.mp4
g4_u2_failure_video,Failure ENG,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/6994677b64c0d1b49b01e595.mp4
g4_u2_good_pitch_bad_pitch_video,Good Pitch Bad Pitch ENG,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/6994677b64c0d1160e01e593.mp4
g4_u2_irate_edison_video,Irate Edison ENG,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/6994677b64c0d1160e01e593.mp4
g4_u2_eureka_renewed_video,Eureka is Renewed ENG,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/6994677b1dc70c845d393b37.mp4
g4_u3_activity_book,Unit 3 Activity Book G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/6994683254da04f40f7df2aa.pdf
g4_u3_family_support_letter_english,Unit 3 English Family Support Letter G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699468326bac2477cffdc002.pdf
g4_u3_essential_questions_prompts,Unit 3 Essential Questions and Prompts G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699468326bac246daafdc003.pdf
g4_u3_teacher_guide,Unit 3 Teacher Guide G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/69946832a9efdedd8edaf397.pdf
g4_u4_teacher_guide,Unit 4 Teacher Guide G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/69946dd1a9efde91c4dbc149.pdf
g4_u4_activity_book,Unit 4 Activity Book G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699468443a96e51ae80b3fd4.pdf
g4_u4_visuals,Unit 4 Digital Components Visuals G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699468446bac24b26ffdc18a.pdf
g4_u4_family_support_letter_english,Unit 4 English Family Support Letter G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699468443a96e55c690b3fd5.pdf
g4_u4_essential_questions_prompts,Unit 4 Essential Questions and Prompts G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699468440af9bce3f9bb0ed0.pdf
g4_u4_reader,Unit 4 Reader G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/69946dd17f36908396b6ee2f.pdf
g4_u5_teacher_guide,Unit 5 Teacher Guide G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/6994686c54da0447097df89b.pdf
g4_u5_activity_book,Unit 5 Activity Book G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/6994686c3a96e579690b46be.pdf
g4_u5_visuals,Unit 5 Digital Components Visuals G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/6994686c6bac244fa9fdc5ff.pdf
g4_u5_family_support_letter_english,Unit 5 English Family Support Letter G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/6994686ca9efde0c50daf942.pdf
g4_u5_essential_questions_prompts,Unit 5 Essential Questions and Prompts G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/6994686c8575957f95cf0819.pdf
g4_u5_reader,Unit 5 Reader G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/69946dd9a9efde7ddfdbc257.pdf
g4_u6_activity_book,Unit 6 Activity Book G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/69946891d614c90812ec98b8.pdf
g4_u6_visuals,Unit 6 Digital Components Visuals G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699468911dc70c7299395502.pdf
g4_u6_family_support_letter_english,Unit 6 English Family Support Letter G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/69946891a9efde4418dafcfa.pdf
g4_u6_essential_questions_prompts,Unit 6 Essential Questions and Prompts G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699468913a96e506980b4a1b.pdf
g4_u6_reader,Unit 6 Reader G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/69946df3a9efde5c60dbc4d9.pdf
g4_u6_teacher_guide,Unit 6 Teacher Guide G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/69946891a9efdef2e6dafcf9.pdf
g4_u7_activity_book_poets_journal,Unit 7 Activity Book Student Poets Journal G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/69947842857595b2c4d13e31.pdf
g4_u7_visuals,Unit 7 Digital Components Visuals G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699468ac5c22654979d768dd.pdf
g4_u7_family_support_letter_english,Unit 7 English Family Support Letter G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699468acd614c970b5ec9d51.pdf
g4_u7_teacher_guide,Unit 7 Teacher Guide G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699468ac6bac242101fdcd6b.pdf
g4_u7_essential_questions_prompts,Unit 7 Essential Questions and Prompts G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699468ac6bac243122fdcd6c.pdf
g4_u8_reader,Unit 8 Reader G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/69946df9857595e9fbcfdb60.pdf
g4_u8_teacher_guide,Unit 8 Teacher Guide G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/6994797935e3cfe63ce7b213.pdf
g4_u8_activity_book,Unit 8 Activity Book G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699468d7a9efde85c5db05e4.pdf
g4_u8_visuals,Unit 8 Digital Components Visuals G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699468d754da04c8c17e0290.pdf
g4_u8_family_support_letter_english,Unit 8 English Family Support Letter G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699468d764c0d1d670020d2e.pdf
g4_u8_essential_questions_prompts,Unit 8 Essential Questions and Prompts G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699468d73a96e567870b5184.pdf
g4_u9_image_cards,Unit 9 Image Cards G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/69946e008575952818cfdca5.pdf
g4_u9_reader,Unit 9 Reader G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699468f564c0d1df900210dc.pdf
g4_u9_teacher_guide,Unit 9 Teacher Guide G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699468f554da04e4b47e0665.pdf
g4_u9_activity_book,Unit 9 Activity Book G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699468f58575958374cf1cad.pdf
g4_u9_family_support_letter_wcag,Unit 9 Family Support Letter WCAG G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699468f5d614c9057feca510.pdf
g4_u9_reader_information,Unit 9 Reader Information G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/699468f55c226540d6d7727b.pdf
g4_u10_activity_book,Unit 10 Activity Book G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/6994690d5c22656454d77683.pdf
g4_u10_visuals,Unit 10 Digital Components Visuals G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/6994690d0af9bc1827bb23cc.pdf
g4_u10_family_support_letter_english,Unit 10 English Family Support Letter G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/6994690e6bac242735fdd9ec.pdf
g4_u10_exit_ticket,Unit 10 Exit Ticket G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/6994690e6bac242735fdd9ec.pdf
g4_u10_teacher_guide,Unit 10 Teacher Guide G4,https://storage.googleapis.com/msgsndr/62k4aYd934kYizUy21eh/media/6994690ea9efde008bdb0f8d.pdf
